Id,Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
25113,Assistant Professor-marketing,3 - 8 Years,Python|data analytics|web technologies|business finance|international business|accounting|artificial intelligence|Marketing,University Level,Seattle,"Teaching , Education , Training , Counselling",Education / Teaching / Training,Assistant Professor
25115,CCE - Website Selling,0 - 1 yrs,Voice process| bpo| process| Website sales| Outbound process| cce| web sales| sales executive| customer care executive,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
25117,IAM Quality Analyst,7 - 10 yrs,VC++| Quality Analyst| Javascript| Atl,QA/Testing/Documentation,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Quality Assurance/Quality Control Executive
25118,CHIEF TECHNICAL OFFICER ( CTO ),5 - 10 yrs,Project management| Wordpress| MVC| Computer science| System design| Digital marketing| Computer networking| System Architect| IT projects| Web technologies,Senior Management,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Head/VP/GM-Technology(IT)/CTO
25119,.Net Architect,11 - 17 Years,angular|software development|microsoft technologies|dot net core|.net core|asp.net|.net framework|windows forms|mvc|application architecture|javascript,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect
25120,Urgent Requirement For HR Manager @ Begumpet Can join Immediately,5 - 7 yrs,Training| Attendance| Administration| Payroll| Human Resource Management| Employee Engagement| HR| Performance Appraisal| Exit Formalities| Recruitment,HR/ Recruitment / IR,Seattle,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager
25121,Immediate Opening For “ mainframe Developer ” @ Hyderabad,1 - 4 Years,jcl developer|jcl programmer|Mainframe Developer|mainframe programmer|cobol programmer|Mainframes,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
25123,Business Development Manager,3 - 8 yrs,business development management| cold calling| new business| online research| concept selling| exhibitions| real estate| banking| new business development| new business acquisition| Btl| Activation,Retail Sales,Seattle,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales/Business Development Manager
25124,Branch Business Leader,3 - 8 yrs,Sales| Event Marketing| New Business Development| Cross Selling| Third Party Products| Banking Operations| HNI| Effective Team Management| Events| Casa,Retail Sales,Seattle,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Branch Manager
25125,Sales / Marketing / Business Development,1 - 5 yrs,market research| customer profiling| sales executive| marketing executive| distributors| Business Development,Corporate Sales,Seattle,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
25126,Team Lead/technical Engineer- Mdg_8to 10 Yrs(3+in Mdg)_New Jersey,8 - 11 yrs,IDOCS| Communication Skills| Data Quality| Web Technologies| Brf| Master Data Management| Sap Data Services| Ale| Data Modeling| Stakeholder Management,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25127,Site Reliability Engineering,3 - 7 yrs,Unix| Linux| Perl| Shell scripting| Automation|Python| Troubleshooting| Consulting| Ruby| Monitoring,Project Management,Seattle,"Site Engineering , Project Management","Recruitment, Staffing",Project Manager-Production/Manufacturing/Maintenance
25128,Lead - Vulnerability Management,8 - 10 yrs,iso 27001| it security| cyber security| Information Security| vulnerability management| Vulnerability Assessment,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
25129,Backofficeexecutives_airoli_sumana,0 - 1 yrs,Non Voice Process| Communication Skills,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25130,Excellent Opportunity for General Insurance(agency Vertical),2 - 7 Years,General Insurance|Agent Recruitment|advisor recruitment|Agent|Advisor,Corporate Sales,Seattle,"Sales , Retail , Business Development",Insurance,Sales/Business Development Manager
25131,Advertising Client Servicing Manager @ Banglore,3 - 6 yrs,brand manager| account manager| client servicing| advertising| account management,Advertising,Seattle,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Client Servicing/Key Account Manager
25132,Engineer/sr. Engineer -project Management,5 - 7 yrs,RFQS| project management| apqp| tool manufacturing| project monitoring| ppap| project planning| tool room| ve,Engineering Design,Seattle,"Engineering Design , R&D","Automobile, Auto Anciliary, Auto Components",Senior Design Engineer
25133,Job|hiring | | Customer Service | Salary upto 40k(inhand),1 - 4 yrs,bpo| voice| international bpo| csr| inbound calls| cce| email process| customer service| customer care| blended process| amex| cvent| Customer Support| voice process| travel process| customer care executive,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25134,"Excellent Opportunity For iOS Developers - RS Labs, New Jersey",2 - 4 yrs,core data| Debugging| Ios Development| Memory Management| ios| Mobile Application Development| objective c| Ios Sdk| Coding| swift,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25137,PHP Developer,2 - 7 yrs,Wordpress| Javascript| PHP| CSS| GIT| MVC framework| html5| Programming| bootstrap| mvc| magento,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25138,Territory Sales Executive - Tamil Nadu,1 - 6 yrs,Dealer Management| Switchgear| Distributor Management| Channel Sales| dealer development| distributor development| Electricals Sales| PVC Pipes| Dealer Network,Retail Sales,Seattle,"Sales , Retail , Business Development","Electricals, Switchgears",Sales Executive/Officer
25139,React Native Developer For 5 day Working IT MNC in Chandigarh,1 - 6 yrs,synthesis| Java| hibernate| ajax| javascript| spring| react.js| Software Developer| mohali| struts| j2ee| richfaces| ejb| jsf,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25140,"Walk-in For Fresher | US IT Recruiter | Hi-tech City, Hyderabad",0 - 1 yrs,Communication Skills| fresher| us recruiter,HR/ Recruitment / IR,Seattle,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
25141,Member of Technical Staff,6 - 8 yrs,Computer science| Architect| VMware| Coding| Agile| Data structures| JSON| SDK| IOS| android development,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25142,Accounts Executive,2 - 3 yrs,accounting| accounts payable| accounts receivable| finance| financial management| management reporting| Month End Reporting| Dashboards,Accounts,Seattle,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
25143,General Manager,7 - 12 yrs,General Manager,Senior Management,Seattle,"Supply Chain , Logistics , Purchase , Materials","Retail, Wholesale",Head/VP/GM-SCM/Logistics
25144,Client Financial Management Seniorassociate,2 - 6 Years,Reconciliation|Consulting|SAP|Outsourcing|Costing|Analytical|GAAP|Trend analysis|Work management|Financial management,Finance/Audit,Seattle,"Accounts , Finance , Tax , Company Secretary , Audit",IT-Software / Software Services,Financial Analyst
25145,Web Developer,2 - 5 yrs,Tools| Application development| CMS| PHP| Open source| MySQL| Facebook| XML| Javascript| Wordpress,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","Telcom, ISP",Software Developer
25146,Princ Eng Design Enablement,2 - 7 yrs,Circuit designing| MATLAB| C| Project Engineer| AutoCAD| Adobe,Engineering Design,Seattle,"Engineering Design , R&D","Industrial Products, Heavy Machinery",Design Engineer
25147,Customer Service Executive(International Voice Process),1 - 6 yrs,Voice process| Email| Typing| school| level| International voice process| Customer Service Executive| Business Executive| Negotiation skills| International BPO,Voice,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
25148,Middle School Teacher- Language - Kannada.,1 - 5 yrs,Middle School Teacher| Language | Kannada.,Teachers,Seattle,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Teacher/ Private Tutor
25149,Sales Manager,3 - 5 yrs,Software Development| Selling| Social Media| Web Technologies| Client Meeting| Sales Management| New Business,Retail Sales,Seattle,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales Executive/Officer
25150,Product manager,3 - 5 yrs,Pharmacy| Medical affairs| Salesforce| HTTP| Regional sales| Medico marketing| Literature| Training,Marketing,Seattle,"Marketing , Advertising , MR , PR , Media Planning","Pharma, Biotech, Clinical Research",Product/Brand Manager
25151,Network Function Virtualization,8 - 10 Years,Networking|Telecom|Data structures|Bss|Wireless|Virtualization|Outsourcing|Network operations|Business strategy|Wireline,Programming & Design,Seattle,"IT Software - Network Administration , Security",IT-Software / Software Services,Team Lead/Technical Lead
25152,social media executive,1 - 5 yrs,Social media marketing| Marketing campaigns| Management| Marketing Executive,Advertising,Seattle,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Media Planning Executive/Manager
25153,"Senior Software Engineer , UI Chennai ,",4 - 6 yrs,Automation| JSON| Javascript| development| DOM| technical| software| User interaction| testing| tools| Information architecture| oop| Backend| Front end| GIT| ui| web| architecture,Programming & Design,Seattle,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
25154,Immediate Openings For 2019 Freshers - Medical Coding Jobs - Dayshift,0 - 3 yrs,Biotechnology| Microbiology| Nutrition| Optometry| Biochemistry| Life Sciences| Nursing| Pharmacy| Biomedical,Medical Professional,Seattle,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Medical Officer
25155,Urgent Opening for Mathematics Teacher,0 - 5 yrs,Maths Teacher| maths lecturer| maths tuition,Teachers,Seattle,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Teacher/ Private Tutor
25157,Excellent Opportunity to work with Indusind Bank/direct Channel,0 - 1 yrs,business generation| casa| gi| field marketing| Business Development Manager| relationship manager| Business Development Executive| mutual funds| li| banking| relationship executive,Retail Sales,Seattle,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive/Officer
25158,Sr Project Coordinator,5 - 8 yrs,Project Coordinator,Site Engineering,Seattle,"Site Engineering , Project Management","Real Estate, Property",Construction-Construction Management
25159,Senior Manager /avp- New Business and Underwriting,6 - 11 yrs,risk management| business process re - engineering| new business| vendor management| relationship management| Underwriting| Insurance Underwriting,Life Insurance/Financial Services,Seattle,"Financial Services , Banking , Investments , Insurance",Insurance,Underwriter
25160,Team Manager/ Operation Manager,9 - 14 yrs,Contract Abstraction| Contract Management| Contract Review| Drafting| Team Management| Client Engagement| Process Improvement| Service Level| It Outsourcing| Quality Standards,Operations,Seattle,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Operations Manager
